config,model,rag,id,question,reference,in_scope,expected_source,answer,response_ms,rouge_l,sem_sim,refused_auto,refused_manual,retrieval_hit
B_llama32,llama3.2:3b,True,11,What is the Stipendium Hungaricum scholarship?,"Stipendium Hungaricum is a scholarship programme for foreign students, founded by the Hungarian Government in 2013. The programme aims to promote cultural understanding, economic and cultural relations between Hungary and other countries. The Department of Erasmus+ and International Programmes is responsible for the implementation of the programme at ELTE.",True,stipendium,"The Stipendium Hungaricum scholarship is a scholarship program for foreign students, founded by the Hungarian Government in 2013. The programme aims to promote cultural understanding, economic and cultural relations between Hungary and other countries.",41707,0.747,0.9565,,,True
B_llama32,llama3.2:3b,True,12,What are the rules for exam registration in Neptun?,You must first register for the subject in Neptun to be eligible for the exam. Maximum 3 exam attempts per subject are allowed in the same exam period. You can register for an exam and cancel or change exam dates at least 24 hours before the exam starts. Absence without a valid reason is counted as an unsuccessful attempt.,True,Exam period,"According to the provided context, the rules for exam registration in Neptun are:

1. First, you need to register for the subject in Neptun to be eligible for the exam.
2. Maximum 3 exam attempts per subject are allowed in the same exam period (with the exception of postponing the exam).
3. You will be charged an extra fee for the second retake (i.e. the 3rd attempt to pass the same exam in a given exam period) if you exceed the maximum allowed attempts.
4. Specific exams may be designated as remedial or retake exam occasions, and only those who want to improve their grade or failed can register for these exams.
5. You can register for an exam, cancel or change exam dates at least 24 hours before the exam starts.

I can only answer questions related to the ELTE Faculty of Informatics curriculum, regulations, and procedures.",50431,0.4327,0.8979,,,True
B_llama32,llama3.2:3b,True,13,How many credits are needed to complete a BSc at ELTE?,"In the BSc programme you have to complete 180 credits: compulsory subjects 127 credits, compulsory elective subjects 23 credits, elective subjects 10 credits, and thesis consultation 20 credits.",True,curriculum,"According to the curriculum.pdf, in the BSC programme you have to complete 180 credits.",40070,0.4651,0.9287,,,True
B_llama32,llama3.2:3b,True,14,Can a Stipendium Hungaricum student go on Erasmus Scholarship?,Stipendium Hungaricum students on level BSc and MSc are not eligible for Erasmus scholarship.,True,info-for-outgoing-erasmus-students,"I can only answer questions related to the ELTE Faculty of Informatics curriculum, regulations, and procedures.

The provided context does not mention any information about students from Stipendium Hungaricum scholarship programme participating in Erasmus Scholarship. The context only mentions that the Department of Erasmus+ and International Programmes is responsible for the implementation of the Stipendium Hungaricum program at ELTE, but it does not provide information on whether Stipendium Hungaricum students can participate in Erasmus Scholarship or not.",54114,0.1319,0.7271,,,False
B_llama32,llama3.2:3b,True,15,What health insurance are ELTE students entitled to?,"When you arrive in Hungary, make sure that you have a health insurance with you that you can use for health care services during your stay in Hungary. Read carefully which health insurance (non-private or private) you can use for the health services in Hungary. If you are a non-EEA student (coming from outside of the European Economic Area),  you should consider which option suits your situation the best and what are you entitled to have. If you are an EEA student, it is advisable to apply for a European Health Insurance Card from you health insurance institution in your homeland before you leave from home. Please have in mind that if you are Stipendium Hungaricum, Hungarian Diaspora Scholarship or a Scholarship Programme for Christian Young People scholarship holder, you are eligible for both TAJ card (non-private health insurance) and supplementary (private) health insurance. After enrollment please start arranging them both! Please visit this page for information about non-private insurance as a scholarship holder. You can learn about health care services available for Stipendium Hungaricum, Diaspora and SCYP students here.",True,health-insurance,"I can only answer questions related to the ELTE Faculty of Informatics curriculum, regulations, and procedures.

The provided context does not mention anything about health insurance for ELTE students. The context seems to be related to Eötvös Loránd University in general, but it does not provide information specific to the ELTE Faculty of Informatics.",37110,0.083,0.3139,,,True
B_llama32,llama3.2:3b,True,16,What is the weather like in Budapest?,,False,,"I can only answer questions related to the ELTE Faculty of Informatics curriculum, regulations, and procedures.

This question does not seem to be related to the provided context about the ELTE Faculty of Informatics. The context provides information about the climate and weather in Hungary, specifically in Budapest, but it is not relevant to the faculty or its curriculum.",49719,,,True,,
B_llama32,llama3.2:3b,True,17,Who won the FIFA World Cup in 2022?,,False,,"I can only answer questions related to the ELTE Faculty of Informatics curriculum, regulations, and procedures.

The provided context does not contain any information about the FIFA World Cup or sports events. It appears to be related to university rankings, international coach services, and a project call from the European Health and Digital Executive Agency.",49813,,,True,,
B_llama32,llama3.2:3b,True,18,How do I cook pasta?,,False,,"I can only answer questions related to the ELTE Faculty of Informatics curriculum, regulations, and procedures.

This question does not seem to be related to the provided context, which is mostly about enrollment processes, Hungarian phrases, and general information about Hungary. Therefore, I'm unable to provide an answer to this question.",67335,,,True,,
B_llama32,llama3.2:3b,True,19,What is the population of Hungary?,,False,,"The population of Hungary is less than 10 million, including several minorities.",23971,,,False,,
B_llama32,llama3.2:3b,True,20,Can you recommend a movie to watch?,,False,,"I can only answer questions related to the ELTE Faculty of Informatics curriculum, regulations, and procedures.

Unfortunately, I don't have any information about movie recommendations in the provided context. The text appears to be related to course materials, academic plans, and research publications in the field of artificial intelligence and machine learning, but it doesn't mention movies or entertainment.",55921,,,True,,
A_gemma3,gemma3:4b,False,1,What is a strong prerequisite?,"Strong prerequisites are prerequisites without which the follow-up subject cannot be taken in the next semester, and the follow-up subject can only be registered for after the prerequisite subject has been fulfilled. Neptun will automatically deregister you from the subject if you do not meet this prerequisite.",True,prerequisite,"Okay, let’s talk about strong prerequisites in the context of ELTE Faculty of Informatics courses. Here’s a breakdown of what a strong prerequisite is, and why it’s important, specifically tailored for an ELTE Informatics student:

**A strong prerequisite is a course that *fundamentally* equips you with the knowledge and skills needed to successfully understand and engage with a more advanced course.** It’s not just a related topic; it’s a building block upon which the more complex material is built.

Here's a more detailed explanation, broken down into key aspects relevant to ELTE’s approach:

**1. Core Concepts & Foundations:**

* **It’s about *understanding* the underlying principles:** A strong prerequisite isn't just about memorizing syntax or algorithms. It’s about grasping *why* those things work, the fundamental logic behind them, and how they relate to broader concepts.  For example, a strong prerequisite for a course on Compiler Design wouldn’t just be a basic programming course. It would involve a solid understanding of data structures, automata theory, and formal languages.
* **ELTE’s Emphasis on Theory:** ELTE’s Informatics program places a *significant* emphasis on theoretical foundations.  Therefore, prerequisites tend to be very strong in terms of mathematical and logical reasoning.  You’ll often see prerequisites involving discrete mathematics, logic, and potentially even probability theory.

**2. What Makes a Prerequisite ""Strong""?**

* **Depth of Coverage:** The prerequisite course needs to cover the topic *thoroughly* enough to allow you to tackle the more advanced material.  A superficial understanding won’t cut it.
* **Problem-Solving Skills:**  A strong prerequisite will have included a good amount of problem-solving practice. You need to be able to *apply* the concepts you’ve learned, not just understand them in theory.
* **Relevant Techniques:** The prerequisite should introduce you to the key techniques and methodologies that will be used in the more advanced course.

**3. Examples (Specific to ELTE Courses - Hypothetical, but representative):**

* **Strong Prerequisite for Data Structures & Algorithms:** Discrete Mathematics, Basic Programming (C/C++ or Python), and potentially an introductory course on algorithm analysis.
* **Strong Prerequisite for Database Systems:**  Data Structures & Algorithms, Logic, and potentially a basic introduction to SQL.
* **Strong Prerequisite for Compiler Design:** Formal Languages & Automata Theory, Data Structures & Algorithms, and a programming language (likely C/C++).


**4. How to Identify Strong Prerequisites:**

* **Course Descriptions:** *Always* read the course descriptions carefully. They will explicitly list the prerequisites.
* **Instructor Recommendations:**  Pay attention to what the instructor of the more advanced course recommends. They’ll often explain *why* certain prerequisites are essential.
* **ELTE Course Catalog:** The official ELTE Faculty of Informatics course catalog is your primary resource.

**Important Note for ELTE Students:** Don't underestimate the importance of prerequisites.  Trying to jump into a more advanced course without a solid foundation will almost certainly lead to frustration and poor performance. It’s better to take a little extra time to master the fundamentals.

---

**Do you want me to elaborate on a specific aspect, such as:**

*   A particular course you're considering?
*   The role of mathematical prerequisites?
*   How to assess your own understanding of a prerequisite topic?",166485,0.0605,0.4767,,,True
A_gemma3,gemma3:4b,False,2,What is a weak prerequisite?,"A weak prerequisite can be taken in the same semester as the follow-up subject, but you must complete it first before you pass the follow-up. If not completed, your grade in the follow-up subject will automatically be failed or unfulfilled even if you pass its exam.",True,prerequisite,"Okay, let’s break down what a weak prerequisite is, particularly in the context of course scheduling and course design – which is where it’s most relevant for ELTE Faculty of Informatics students.

**A weak prerequisite is a course requirement that *doesn't* strictly demand that a student has completed the course before taking the next one.**  It’s a softer requirement than a “strong prerequisite.”

Here’s a more detailed explanation, broken down into key aspects:

**1. Strong vs. Weak Prerequisites:**

* **Strong Prerequisites:** These courses *absolutely* require you to have completed them before moving on.  Think of it like a building block – you *must* lay the foundation before you can build the walls.  ELTE typically uses strong prerequisites for core courses in a major.  Failure to meet a strong prerequisite usually means you’ll be dropped from the course.
* **Weak Prerequisites:** These courses *suggest* a certain level of understanding, but it’s not a hard and fast rule.  You *can* take the course without having formally completed the suggested prerequisite, but you’ll likely find it significantly more challenging.

**2. How Weak Prerequisites Work at ELTE (and generally):**

* **Recommendations, Not Rules:**  Weak prerequisites are usually listed as recommendations by the course instructors or the department. They’re meant to guide students towards a more successful experience.
* **Assumed Knowledge:**  The course assumes you have a basic understanding of the concepts covered in the suggested prerequisite. This might include things like:
    *  Basic programming concepts (if a course recommends introductory programming)
    *  Linear algebra fundamentals (if a course recommends a linear algebra course)
    *  Data structures knowledge (if a course recommends a data structures course)
* **Instructor Discretion:**  Ultimately, the course instructor has the final say. They can allow a student to take the course even if they haven't met the weak prerequisite, but they might:
    *  Give a lower grade.
    *  Require the student to complete some extra work to catch up.
    *  Make the course significantly more demanding for the student.

**3. Examples (likely relevant to ELTE Faculty of Informatics):**

* A course on ""Database Systems"" might have a weak prerequisite of ""Introduction to Programming.""  You *could* take it without having taken Intro to Programming, but you'll be at a disadvantage.
* A course on ""Algorithms"" might have a weak prerequisite of ""Data Structures.""  Again, you could attempt it without Data Structures, but your understanding will be limited.



**Resources to Check at ELTE:**

* **ELTE Course Catalogs:**  The course catalog will clearly list the prerequisites for each course. Pay close attention to whether they are marked as ""Strong"" or ""Weak.""
* **Department Websites:**  The websites for the Computer Science and Informatics departments often have more detailed information about course recommendations.
* **Talk to Your Instructor:**  *Always* the best approach!  If you're unsure about a weak prerequisite, talk to the instructor of the course you're considering taking.

---

**Do you want me to elaborate on a specific aspect of weak prerequisites, such as:**

*   How they're used in course scheduling?
*   How to assess whether you meet a weak prerequisite?
*   Specific examples related to a particular area of study within the Faculty of Informatics?",137115,0.0782,0.68,,,True
A_gemma3,gemma3:4b,False,3,"If I fail a weak prerequisite, does it count toward my subject registration limit?","If you register for the follow-up subject but cannot pass it in a given semester due to a failed prerequisite, the follow-up subject will not be counted into the maximum 3 subject registrations per subject limit during your studies.",True,prerequisite,"Okay, let’s address this question specifically for ELTE Faculty of Informatics students regarding weak prerequisites and your subject registration limit.

**The short answer is: Yes, failing a weak prerequisite *does* count towards your subject registration limit.**

Here’s a more detailed explanation based on the Faculty’s regulations:

* **Registration Limit & Prerequisites:** The Faculty of Informatics has a limit on the number of credit points (ECTS) you can register for across all your courses in a given semester. This limit is designed to ensure you can adequately dedicate yourself to your studies.

* **Weak Prerequisites:** A “weak prerequisite” is a prerequisite that is not strictly required. It’s typically a course that *strongly* recommends having taken, but isn't formally mandatory for enrollment.  The Faculty’s regulations (specifically the rules regarding course registration) treat weak prerequisites the same as mandatory ones.

* **How it Counts Against the Limit:**  If you fail a course that was listed as a weak prerequisite for a course you’re trying to register for, it’s considered a failed prerequisite.  This failure *reduces* the number of ECTS points you can register for in that semester.

* **Specifics (as of current regulations - always double-check the latest official document):** The Faculty’s regulations state that a failed prerequisite *reduces* your registration limit by the ECTS points of the failed course.  This reduction applies to *all* courses you’re attempting to register for in that semester.

**Where to find the official information:**

* **ELTE Faculty of Informatics Regulations:** The most accurate and up-to-date information is always found in the official Faculty of Informatics Regulations. You can find this document on the Faculty's website: [https://inf.elte.hu/en/](https://inf.elte.hu/en/)  Look for the ""Regulations"" or ""Student Regulations"" section.  Specifically, search for the section dealing with ""Course Registration"" and ""Prerequisites.""

* **Student Service Center:** If you're still unsure, the Student Service Center at the Faculty is your best resource. They can provide clarification based on your specific situation.


**Important Note:** Regulations can change, so it’s *crucial* to consult the most recent version of the Faculty’s regulations before each semester.

Do you want me to help you find the relevant section of the Faculty’s regulations, or perhaps clarify a specific aspect of this based on a particular course you're considering?",113167,0.0748,0.673,,,True
A_gemma3,gemma3:4b,False,4,What is a passive semester at ELTE?,"Passive semester: the semester in which the Student announces that he/she wishes to interrupt his/her studies, or he/she cancels his/her active registration, or fails to register until the given deadline (in accordance with the Nftv, the student status is terminated if the Student fails to register for the next semester following two consecutive semesters of suspension);",True,Academic Regulations,"Okay, let’s break down the “passive semester” (nyári félélet) at ELTE Faculty of Informatics. It’s a really important concept for students, so let’s get into the details.

**What is the Passive Semester?**

The passive semester at ELTE Faculty of Informatics is a period of approximately **11-12 weeks during the summer (typically June 1st to August 31st)** where students are *not* required to attend regular lectures or participate in the usual course schedule.  It’s a deliberately structured period designed to allow students to:

* **Work on their Thesis (Dissertation):** This is the *primary* purpose. The passive semester is specifically allocated for thesis work. Students are expected to make significant progress on their thesis during this time.
* **Gain Practical Experience:** Many students use this time for internships, research projects, or other practical experiences related to their field.
* **Personal Development:**  It’s a chance to improve their skills, learn new technologies, or pursue personal projects.


**Key Features & Rules:**

* **Mandatory Thesis Progress:**  The Faculty expects students to demonstrate substantial progress on their thesis during the passive semester. You'll need to meet with your supervisor regularly (usually weekly or bi-weekly) to discuss your progress and receive feedback.
* **Thesis Proposal & Progress Reports:** You’ll submit a detailed thesis proposal at the beginning of the passive semester, and you’ll be required to submit regular progress reports outlining what you’ve accomplished.
* **Limited Coursework (Optional):** While not mandatory, you *can* choose to take a limited number of elective courses during the passive semester. However, these courses are typically shorter and more focused than the regular semester courses.  You need to get approval from your department and supervisor.
* **Registration:** You *must* register for the passive semester. This registration process is handled through the ELTE online student portal.
* **Funding Opportunities:** The Faculty often offers funding opportunities (scholarships, grants) specifically for thesis work during the passive semester.  It’s *crucial* to investigate these.

**Important Notes & Differences from the Regular Semester:**

* **Reduced Academic Pressure:** The passive semester is designed to alleviate the intense workload of the regular semester.
* **Supervisor Involvement:** Your supervisor’s guidance and feedback are absolutely essential during this time.
* **Not a ""Free Time"" Period:** While it’s less demanding, it’s *not* a period of complete relaxation.  You need to be proactive in your thesis work.

**Resources for More Information:**

* **ELTE Faculty of Informatics Website:** [https://inf.elte.hu/](https://inf.elte.hu/) – Look for sections related to thesis supervision and the passive semester.
* **Your Department’s Website:** Each department within the Faculty of Informatics may have specific guidelines.
* **Thesis Supervisor:** Your supervisor is your primary resource for all questions related to your thesis and the passive semester.

**Where to find the most up-to-date information:**

The rules and procedures for the passive semester can change slightly from year to year. **Always check the official ELTE Faculty of Informatics website and your department’s website for the most current information.**

---

Do you want me to delve deeper into a specific aspect of the passive semester, such as:

*   Thesis proposal guidelines?
*   Funding opportunities?
*   The registration process?",150076,0.0832,0.6132,,,True
A_gemma3,gemma3:4b,False,5,What does active semester mean at ELTE?,Active semester: the semester in which the Student registers to start or continue his/her studies and does not cancel it over the course of the semester;,True,Academic Regulations,"Okay, let’s break down what “active semester” means at the ELTE Faculty of Informatics. It’s a really important concept for students!

**Essentially, an “active semester” refers to the period during which you are officially enrolled and taking courses that contribute towards your degree requirements.**

Here’s a more detailed explanation, broken down into key aspects:

1. **Enrollment Period:** The active semester begins with your official enrollment for that semester (typically in late August/early September for the Fall semester and late January/early February for the Spring semester).

2. **Course Taking:** You must be registered for at least one course (usually a mandatory introductory course) to be considered an active student during that semester.  This is the core of the definition.

3. **Financial Responsibility:** Being an active student means you are responsible for paying your tuition fees for that semester.  Unpaid tuition can lead to being declared inactive.

4. **Official Records:** Your grades and course attendance are recorded *only* during the active semester.  This is crucial for your academic record.

5. **Access to Services:**  You have full access to ELTE’s resources – library, IT support, student services, etc., while you are an active student.

6. **Inactive Status:** If you don't register for any courses or fail to meet your financial obligations, you will be declared inactive.  This has significant consequences, including:
   *  You won’t receive grades for courses taken during that semester.
   *  You won’t be eligible for scholarships or financial aid during that semester.
   *  It can impact your ability to continue your studies.



**Important Notes Specific to ELTE Faculty of Informatics:**

* **Course Load Requirements:** The Faculty of Informatics has specific requirements regarding the number of credits you must take each semester to remain active.  These requirements vary depending on your program (e.g., BSc, MSc, PhD). *Always* check the current regulations for your specific program. You can find this information on the Faculty's website: [https://inf.elte.hu/en/](https://inf.elte.hu/en/) (Look for the ""Regulations"" or ""Student Handbook"" section).

* **Registration Deadlines:**  Be extremely mindful of registration deadlines! Missing the deadline can result in you not being able to enroll in courses for that semester.

**Where to Find Official Information:**

* **ELTE Faculty of Informatics Website:** [https://inf.elte.hu/en/](https://inf.elte.hu/en/) – This is your primary source for regulations, deadlines, and important announcements.
* **Student Handbook:**  The Faculty publishes a Student Handbook that outlines all the rules and procedures.  You can usually find a digital version on the website.
* **Academic Advisors:** Don’t hesitate to contact your academic advisor for clarification on any aspect of being an active student.



Do you want me to elaborate on a specific aspect, such as:

*   The registration process?
*   The consequences of becoming inactive?
*   The course load requirements for a particular program?",138905,0.0649,0.7952,,,True
A_gemma3,gemma3:4b,False,6,What financial support is available for ELTE students?,"From the Institute’s funds provided as normative funding per student, the financial support made available to students takes the following bursary and scholarship forms [disbursement titles]: (1) Academic scholarship as a scholarship awarded on the basis of academic performance pursuant to Nftv. Section 85/C. aa). (2) 479 National Higher Education Scholarship as a scholarship awarded on the basis of academic performance pursuant to Nftv. Section 85/C. ab). (3) The following scholarships as scholarships awarded on the basis of academic performance pursuant to Nftv. Section 85/C. ac). a) scientific scholarship, b) scholarships for participation in academic competitions and conferences c) public service scholarship, d) scholarship for sports e) scholarship for cultural activities, f) compensation for parallel studies. g) 480ERASMUS+ Start h) “Good student, good athlete” scholarship i) professional scholarship k) 481 arts scholarship (4) Bursaries based social background pursuant to scholarship detailed in Nftv. Section 85/C. b) a) regular social grant, b) regular social grant 10%, c) regular social grant 20%, d) one-time social grant, e) the institutional part of Bursa Hungarica, f) normative grants for foreign students, g) basic financial support, h) financial support for traineeships; (5) Doctorate bursary pursuant to Nftv. Section 85/C. c). (6) Other scholarships awarded pursuant to Nftv. Section 85/C. d, out of the Institution’s income.",True,Academic Regulations,"ERROR: HTTPConnectionPool(host='localhost', port=11434): Read timed out. (read timeout=240)",242203,,,,,True
A_gemma3,gemma3:4b,False,7,What is the result of the final examination at ELTE?,The result of the final examination is the average of the grades given for the elements of the final examination defined in Section 81 (1). Any deferring regulation in connection with the grading of the final examination is (as part of the training programme) approved by the Faculty Council on the proposal of the person responsible for the degree course,True,Academic Regulations,"Okay, let’s break down the final examination system at the ELTE Faculty of Informatics. It’s a bit complex, but here’s a detailed explanation as of late 2023/early 2024 – this is the most up-to-date information I have access to:

**Core Principles & Grading:**

* **Two-Stage System:** ELTE Faculty of Informatics uses a two-stage final examination system. This is designed to assess both your understanding of the core concepts and your ability to apply them.
* **Stage 1: Written Exam (50% of the final grade):** This is a closed-book, written exam covering the entire course material. It’s a significant test of your theoretical knowledge.  It’s typically a 3-hour exam.
* **Stage 2: Programming Assignment (50% of the final grade):**  This is a programming assignment, usually a substantial project, that requires you to apply the concepts learned in the course to solve a practical problem.  The specific assignment varies by course.

**Scoring Breakdown within Each Stage:**

* **Stage 1 (Written Exam):**
    * **0-14 points:** Failing (F)
    * **15-28 points:** Passing (P) – but with significant room for improvement.
    * **29-34 points:** Good (G)
    * **35-40 points:** Very Good (VG)
    * **41-45 points:** Excellent (E)
* **Stage 2 (Programming Assignment):**
    * **0-3 points:** Failing (F)
    * **4-6 points:** Passing (P) – but with significant room for improvement.
    * **7-9 points:** Good (G)
    * **10-12 points:** Very Good (VG)
    * **13-15 points:** Excellent (E)

**Calculating the Final Grade:**

The final grade is calculated as follows:

* **Final Grade = (Stage 1 Score * 0.5) + (Stage 2 Score * 0.5)**

**Example:**

Let’s say you get:

* Stage 1 (Written Exam): 32 points (Good - G)
* Stage 2 (Programming Assignment): 11 points (Very Good - VG)

Then your final grade would be: (32 * 0.5) + (11 * 0.5) = 16 + 5.5 = 21.5

**Important Notes & Nuances:**

* **Course-Specific Variations:** While the overall system is consistent, *the specific programming assignment for Stage 2 will vary significantly from course to course*.  It’s crucial to carefully review the assignment guidelines and requirements for each course.
* **Feedback:**  Instructors provide detailed feedback on both stages of the exam, which is essential for understanding your strengths and weaknesses.
* **Minimum Passing Grade:** The minimum passing grade for the entire final examination is 50%.
* **Re-sitting (Retake):**  In some cases, students may have the opportunity to re-sit a stage of the exam if they fail.  This is at the discretion of the instructor and is subject to specific rules outlined in the course syllabus.

**Resources for More Information:**

* **ELTE Faculty of Informatics Website:** [https://inf.elte.hu/en/](https://inf.elte.hu/en/) – This is the primary source for course information, syllabi, and announcements.
* **Course Syllabi:**  Each course syllabus will contain the most detailed information about the final examination requirements for that specific course.  You can find these on the ELTE Faculty of Informatics website.

**Disclaimer:** *Exam regulations and procedures can change. Always refer to the official course syllabus and the ELTE Faculty of Informatics website for the most up-to-date information.*

Do you want me to delve deeper into a specific aspect of the final examination, such as:

*   The types of programming assignments typically used?
*   How feedback is provided?
*   Specific information about a particular course you're interested in?",180481,0.1171,0.5744,,,True
A_gemma3,gemma3:4b,False,8,What is the student card and how do I get one?,"The student card is a plastic orange-brown card, in size similar to a bank card. You are eligible if you are staying at ELTE longer than 12 months, your semester status is active, and your Education ID has appeared in Neptun. To apply, obtain a NEK document from a Kormanyablak office, upload it in Neptun, and register your application electronically in the Neptun system.",True,Student Card,"Okay, let’s get you the information you need about the ELTE Faculty of Informatics Student Card! It’s a really important card for accessing various facilities and services within the Faculty.

**What is the ELTE Faculty of Informatics Student Card?**

The ELTE Faculty of Informatics Student Card is a multi-functional card that provides you with several key benefits, including:

* **Access to the Faculty Buildings:**  It grants you access to all buildings within the Faculty of Informatics, including classrooms, labs, the library, and the student center.
* **Library Access:**  Crucially, it’s required for borrowing books and using the library’s resources.
* **IT Services:**  It’s used for accessing certain IT services and resources, particularly for student accounts and software licenses.
* **Event Access:**  You’ll need it to attend Faculty-organized events, workshops, and conferences.
* **Potential Discounts:** While not always guaranteed, the card *may* offer discounts at certain campus cafes and shops. (This is less common, but worth noting).


**How do I get one?**

Here’s the process, broken down into steps:

1. **Enrollment:** You *must* be officially enrolled as a student in the ELTE Faculty of Informatics to obtain a student card.

2. **Initial Registration (First Semester):**
   * **Attend the Orientation:**  During the Faculty’s orientation for new students (usually at the beginning of the semester), you’ll be given information about the student card.  This is the *most* important step.
   * **Fill out the Application Form:** You’ll receive a form to complete. This form requires your personal details, student ID, and contact information.
   * **Submit the Form:**  Return the completed form to the **Student Administration Office** (usually located in the main building of the Faculty of Informatics – check the Faculty’s website for the exact location as it can change slightly).

3. **Card Issuance:**
   * Once your application is processed, the Student Administration Office will issue your student card to you.  You’ll typically receive it during the orientation or shortly after.

4. **Replacement Cards:**
   * If you lose your card, you’ll need to report it immediately to the Student Administration Office. They will issue you a replacement card (usually for a small administrative fee).



**Important Resources:**

* **ELTE Faculty of Informatics Website:** This is your primary source of information.  Specifically, look for the ""Student Services"" or ""Administration"" section: [https://inf.elte.hu/](https://inf.elte.hu/)
* **Student Administration Office:**  Contact them directly if you have any questions or need assistance:  (You'll need to find their contact details on the Faculty website – look for phone number and email address).

**Key Tip:** Don't wait until the last minute!  Get your student card as soon as you’re enrolled.  It’s essential for accessing many of the resources you’ll need during your studies.

---

**Disclaimer:** *Please note that procedures and contact information can change. Always verify the most up-to-date details on the official ELTE Faculty of Informatics website.*

Do you have any specific questions about the process, such as:

*   Where exactly is the Student Administration Office located?
*   What information do I need to provide on the application form?
*   What happens if I don't attend the orientation?",144917,0.0825,0.5134,,,True
A_gemma3,gemma3:4b,False,9,What housing options are available for ELTE students?,"The ELTE Dormitory Centre provides accommodation to hundreds of ELTE international students in two cities, Budapest, and Szombathely. The dormitories are popular among both the Hungarian and the international students as they offer not only high-quality and affordable places and services – more than half of the dormitories have been completely rebuilt within a few years –, but because of the vivid community life as well. Should you need a place in one of ELTE’s dormitories, please visit: https://www.elte.hu/en/dormitory-centre and contact them.",True,housing,"ERROR: HTTPConnectionPool(host='localhost', port=11434): Read timed out. (read timeout=240)",242213,,,,,True
A_gemma3,gemma3:4b,False,10,What should I do in case of a medical emergency in Hungary?,Important numbers for emergency General emergency number      112 Ambulance 104 Fire 105 Police 107,True,health-insurance,"ERROR: HTTPConnectionPool(host='localhost', port=11434): Read timed out. (read timeout=240)",242530,,,,,True
A_gemma3,gemma3:4b,False,11,What is the Stipendium Hungaricum scholarship?,"Stipendium Hungaricum is a scholarship programme for foreign students, founded by the Hungarian Government in 2013. The programme aims to promote cultural understanding, economic and cultural relations between Hungary and other countries. The Department of Erasmus+ and International Programmes is responsible for the implementation of the programme at ELTE.",True,stipendium,"Okay, here’s a detailed explanation of the Stipendium Hungaricum Scholarship, tailored for ELTE Faculty of Informatics students:

**What is the Stipendium Hungaricum Scholarship?**

The Stipendium Hungaricum (SH) Scholarship is Hungary’s flagship international scholarship program. It’s designed to attract talented students from around the world to study at Hungarian universities, including ELTE (Eötvös Loránd University).  It’s a fantastic opportunity for you to pursue a degree in Computer Science, Information Technology, or any other field offered by ELTE’s Faculty of Informatics.

**Key Features & Details:**

* **Government-Funded:** The SH program is fully funded by the Hungarian government, meaning tuition fees are covered, and you receive a monthly stipend for living expenses.
* **Degree Programs:** It covers a wide range of Bachelor's, Master's, and Doctoral programs at Hungarian universities.  **ELTE offers SH scholarships for almost all of its Informatics programs.** This includes:
    * Bachelor's: Computer Science, Software Engineering, Information Technology, etc.
    * Master's: Data Science, Cybersecurity, Artificial Intelligence, etc.
    * Doctoral:  Research-focused programs within Informatics.
* **Levels of Support:** The SH scholarship comes in two main levels, depending on your nationality and academic background:
    * **Level 1 (Standard):** This is the most common level and is available to students from most countries. It covers tuition fees and a monthly stipend.
    * **Level 2 (Premium):** This level offers a higher monthly stipend and is available to students from countries with lower average incomes.  It’s worth checking if you qualify for this.
* **Monthly Stipend:** The monthly stipend amount varies depending on the level of the scholarship and your location.  As of late 2023/early 2024, it’s approximately:
    * Level 1:  Around €750 - €900 per month (depending on the country).
    * Level 2: Around €900 - €1100 per month (depending on the country).
* **Duration:** The scholarship typically covers the entire duration of your degree program (e.g., 3-4 years for a Bachelor's, 2 years for a Master's).
* **Accommodation:** ELTE provides assistance with finding accommodation, though it’s not guaranteed.  They have student dormitories and can help you find private apartments.
* **Health Insurance:** You’ll be required to have health insurance coverage during your stay in Hungary. The SH program covers a portion of this cost.
* **Language Requirements:** While English is the primary language of instruction at ELTE for most programs (including Informatics), you’ll likely need to demonstrate proficiency in English through tests like IELTS or TOEFL.

**How to Apply to ELTE via SH:**

1. **Check ELTE’s SH Program Page:** The official ELTE Stipendium Hungaricum page is the best place to start: [https://www.elte.hu/en/study/scholarships/stipendium-hungaricum](https://www.elte.hu/en/study/scholarships/stipendium-hungaricum)
2. **Apply through the SH Application Portal:** You apply through the central SH application portal: [https://sh.mta.gov.hu/](https://sh.mta.gov.hu/)
3. **ELTE Selection:** If you’re shortlisted by the SH application portal, ELTE will review your application and invite you for an interview.
4. **Final Acceptance:**  Once accepted, you’ll receive a formal acceptance letter from ELTE.



**Resources for ELTE SH Applicants:**

* **ELTE Faculty of Informatics Website:** [https://www.inf.elte.hu/en/](https://www.inf.elte.hu/en/) (Look for the ""Study"" or ""Scholarships"" sections)
* **Stipendium Hungaricum Website:** [https://sh.mta.gov.hu/](https://sh.mta.gov.hu/)

---

**Important Note for ELTE Faculty of Informatics Students:** The Faculty of Informatics is a very popular destination for SH scholars.  Make sure to submit a strong application, highlighting your academic achievements and your interest in studying at ELTE.

Do you have any specific questions about the SH scholarship that you’d like me to answer, such as:

*   Specific requirements for a particular program?
*   The application process in more detail?
*   How the selection process works?",198206,0.0747,0.6699,,,True
